model,arm,checkpoint,probe_name,task,aggregate_gram,aggregate_global_mean,per_sample_mean,per_sample_second_moment_contribution,checkpoint_weight,status,profile_path
qwen,offkd,20,E_general,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,20,E_general,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,20,E_general,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,20,E_math,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,20,E_math,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,20,E_math,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,20,E_ood,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,20,E_ood,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,20,E_ood,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,20,E_if,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,20,E_if,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,20,E_if,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,40,E_general,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,40,E_general,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,40,E_general,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,40,E_math,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,40,E_math,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,40,E_math,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,40,E_ood,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,40,E_ood,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,40,E_ood,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,40,E_if,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,40,E_if,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,40,E_if,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,80,E_general,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,80,E_general,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,80,E_general,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,80,E_math,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,80,E_math,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,80,E_math,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,80,E_ood,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,80,E_ood,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,80,E_ood,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,80,E_if,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,80,E_if,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,offkd,80,E_if,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,20,E_general,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,20,E_general,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,20,E_general,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,20,E_math,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,20,E_math,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,20,E_math,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,20,E_ood,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,20,E_ood,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,20,E_ood,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,20,E_if,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,20,E_if,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,20,E_if,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,40,E_general,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,40,E_general,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,40,E_general,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,40,E_math,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,40,E_math,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,40,E_math,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,40,E_ood,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,40,E_ood,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,40,E_ood,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,40,E_if,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,40,E_if,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,40,E_if,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,80,E_general,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,80,E_general,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,80,E_general,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,80,E_math,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,80,E_math,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,80,E_math,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,80,E_ood,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,80,E_ood,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,80,E_ood,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,80,E_if,RR1A_RR1B,inventory_required,inventory_required,not_required_or_insufficient,missing,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,80,E_if,RR2S,inventory_required,inventory_required,not_required_or_insufficient,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
qwen,seqkd,80,E_if,RR3,inventory_required,inventory_required,inventory_required,not_required,present_in_formal_tables_not_enough_for_all_tasks,BLOCKED_QWEN_TASK_SPECIFIC_PROFILE_INVENTORY_NOT_FORMALLY_PRESENT,
